Price,Mobile OS,Title,Memory,Carrier,Brand,Condition,Model,Description,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Selling a used unlocked  iPhone 6, 16GB.  Good condition,  pick up only.  Located near the grove.",,,,,,
,,,,,,,,- NEW iPhone 6s 16gb Space Grey,,,,,,
,,,,,,,,"- Factory unlocked (works with AT&T, Sprint, Verizon, T-Mobile, and overseas)",,,,,,
,,,,,,,,- Phone has seal on it,,,,,,
,,,,,,,,- Comes with box,,,,,,
,,,,,,,,- Open box but phone never used,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Feel free to contact me with any questions at,,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,iPhone 6+ S  mint condition call me or text me At&t,,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Used iPhone 6s plus ,gold color small crack on screen bottom left no dents,works.perfectly was on metro PC's network. No charger comes with case.",,,,,,
,,,,,,,,Call or text,,,,,,
,,,,,,,,Minor scratch but in otherwise great cosmetic condition,,,,,,
,,,,,,,,Unlock can be used on any GSM carrier and internationally,,,,,,
,,,,,,,,$135 when you activate phone with MetroPCS on $60 plan,,,,,,
,,,,,,,,$175 phone only,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Call or come in for any questions,,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,iTalk Communications,,,,,,
,,,,,,,,"11421 Carson St, Ste G",,,,,,
,,,,,,,,"Lakewood, CA 90715",,,,,,
,,,,,,,,"(T-Mobile, MetroPCS, Cricket Wireless, H2O Wireless, Verizon, Ultra, Lycamobile, Simple Mobile, Pageplus, Unlocked, GSM, Sprint, Boost Mobile)",,,,,,
,,,,,,,,Almost NEW! Excellent condition.,,,,,,
,,,,,,,,"iPhone 7 space grey with box, charger and headphones. 128gb. t-mobile . Clean phone.",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Hello, I have for sell   iPhone 7 plus  gold, Sprint NOT WORKING, iCloud lock, not turn ON,  FOR PARTS ONLY  price 220$ cash .Contact me at ",,,,,,
,,,,,,,, ,,,,,,
,,,,,,,," , TEXT ONLY any time .Thanks.  I NEED  SELL   ASAP. NO SHIPPING NO PAYPAL NO BS",,,,,,
,,,,,,,,**Blacklisted T-Mobile IMEI,,,,,,
,,,,,,,,***15 minute processing time,,,,,,
,,,,,,,,-Lost,,,,,,
,,,,,,,,-Stolen,,,,,,
,,,,,,,,-Lack of Payment,,,,,,
,,,,,,,,Guaranteed Service!!!!,,,,,,
,,,,,,,,MEET AND EXCEED CUSTOMER EXPECTATIONS!!!!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Eric,,,,,,
,,,,,,,,Great pricing call or text for instant quote,,,,,,
,,,,,,,,Great pricing call or text for instant quote,,,,,,
,,,,,,,,Unlocked clean esn 32gb nexus 6p in good condition,,,,,,
,,,,,,,,GREAT CONDITION,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,#213--------378----33---63,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,THANK YOU,,,,,,
,,,,,,,,SIMPLE MOBVILE,,,,,,
,,,,,,,,GO SMART,,,,,,
,,,,,,,,LYCOMOBILE,,,,,,
,,,,,,,,Selling iphone X space grey 64gb.,,,,,,
,,,,,,,,It will be delivered to my house on 11/3 between 2pm to 3pm.,,,,,,
,,,,,,,,Cash only.,,,,,,
,,,,,,,,text me at 650 eight33 nine882,,,,,,
,,,,,,,,https://www.gsmarena.com/samsung_galaxy_note_4-6434.php,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Come get it tonight only needs a sim card..,,,,,,
,,,,,,,,Unlocks done FAST!!!!!,,,,,,
,,,,,,,,factory unlock your locked At&T or T-Mobile phones and make them work AGAIN!!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Want to use your Samsung, LG, or HTC in another country? We can Unlock them.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Iphone 7 plus,,,,,,
,,,,,,,,Iphone 7,,,,,,
,,,,,,,,Iphone 6s plus,,,,,,
,,,,,,,,Iphone 6s,,,,,,
,,,,,,,,Iphone 6 plus,,,,,,
,,,,,,,,Iphone 6,,,,,,
,,,,,,,,Iphone 5se,,,,,,
,,,,,,,,Iphone 5s,,,,,,
,,,,,,,,Iphone 5c,,,,,,
,,,,,,,,Iphone 5,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Note 8,,,,,,
,,,,,,,,Note 5,,,,,,
,,,,,,,,Note 4,,,,,,
,,,,,,,,Note 3,,,,,,
,,,,,,,,Note 2,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Galaxy S7 edge,,,,,,
,,,,,,,,Galaxy S7,,,,,,
,,,,,,,,Galaxy S6 edge Plus,,,,,,
,,,,,,,,Galaxy S6 edge,,,,,,
,,,,,,,,Galaxy S6,,,,,,
,,,,,,,,Galaxy S5 Sport,,,,,,
,,,,,,,,Galaxy S5,,,,,,
,,,,,,,,Galaxy S4,,,,,,
,,,,,,,,Galaxy Mega,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Excellent Fast work.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,For more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,I'm selling my iPhone in super good condition,,,,,,
,,,,,,,,No problem or scratches always in case,,,,,,
,,,,,,,,Call/text,,,,,,
,,,,,,,,"T-Mobile Note 4 - best phone ever. Clean Like New screen, bezel has some wear and tear.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Comes with 2 batteries + Samsung external battery charger + Samsung charger,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Never charge your phone, just charge the batteries between usage.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,. Price is firm.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Thanks,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,I got the S8 plus thats why Im selling,,,,,,
,,,,,,,,"Hi I have TWO Galaxy S5's Really Great Condition Unlocked for tmobile, att, verizon, etc.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,. 200 PRICE IS FIRM. LIKE NEW PHONES.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,I upgraded to S8 plus thats why Im selling it.,,,,,,
,,,,,,,,"Selling New iPhone 6s 16 GB ! perfect condition never used , just linked my iCloud account once .",,,,,,
,,,,,,,,T-Mobile was carrier so u can put in chip for any other carrier .,,,,,,
,,,,,,,,Email me for fast reply !  ,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,, !!,,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Hi Im selling my Samsung Galaxy S6 Black in excellent condition only a little scratches but screen is absolutely clean. And its unlocked so you can use tmobile 4G LTE, att 4G LTE, etc.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,. Price is firm,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Thanks,,,,,,
,,,,,,,,Hi I'm selling my Black Samsung Galaxy S 7. It is in excellent condition.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Unlocked for all carriers. Comes with charger.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Really Great phone but I just prefer my Note phone.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,. Price is firm. Thank you,,,,,,
,,,,,,,,"This is an excellent phone in like-new condition. Unlocked (originally on AT&T), so it should work with any GSM network.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"32GB memory, 16 MP camera, and original stylus included.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"I've used it a few times with Samsung VR headset (haven't used it as a cell phone or carried it around), and ended up upgrading to the next generation.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"This phone just had its battery replaced with brand new Samsung OEM battery, and it includes 2 extra batteries + charger ($30 value), 2 hard shell cases ($20 value) and a Gear VR headset ($100 value).",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Price is $199 for the phone alone, or $249 for phone, batteries, cases and VR headset.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Price is firm and non-negotiable. Local pick-up and cash payments only. No PayPal, money order, shipping, etc...",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Comes in original Samsung box with charger and cable.,,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,5 inch display,,,,,,
,,,,,,,,5MP back camera and 2MP front camera,,,,,,
,,,,,,,,16Gb internal memory,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,No scratches like new condition,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Call or come in if you have any questions!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,iTalk Communication,,,,,,
,,,,,,,,"11421 Carson St, STE G",,,,,,
,,,,,,,,"Lakewood,CA 90715",,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"(T-Mobile, MetroPCS, Cricket Wireless, H2O Wireless, Verizon, Ultra, Lycamobile, Simple Mobile, Pageplus, Unlocked, GSM, Sprint, Boost Mobile)",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
